"_id","RSN","YEAR_REGISTERED","YEAR_EVALUATED","YEAR_BUILT","PROPERTY_TYPE","WARD","WARDNAME","SITE_ADDRESS","CONFIRMED_STOREYS","CONFIRMED_UNITS","EVALUATION_COMPLETED_ON","SCORE","RESULTS_OF_SCORE","NO_OF_AREAS_EVALUATED","ENTRANCE_LOBBY","ENTRANCE_DOORS_WINDOWS","SECURITY","STAIRWELLS","LAUNDRY_ROOMS","INTERNAL_GUARDS_HANDRAILS","GARBAGE_CHUTE_ROOMS","GARBAGE_BIN_STORAGE_AREA","ELEVATORS","STORAGE_AREAS_LOCKERS","INTERIOR_WALL_CEILING_FLOOR","INTERIOR_LIGHTING_LEVELS","GRAFFITI","EXTERIOR_CLADDING","EXTERIOR_GROUNDS","EXTERIOR_WALKWAYS","BALCONY_GUARDS","WATER_PEN_EXT_BLDG_ELEMENTS","PARKING_AREA","OTHER_FACILITIES","GRID","LATITUDE","LONGITUDE","X","Y"
2382884,"4155309","2017",NA,"1959","PRIVATE","03","Etobicoke-Lakeshore","22 BURNHAMTHORPE RD","5","42","2022-12-28","73","Evaluation needs to be conducted in 2 years","18","3","3","5","3","4","4","N/A","3","4","4","2","4","5","3","4","3","4","3","5","N/A","W0321","43.6482360213","-79.5303517586","302335.758","4834032.463"
2382885,"4155308","2017",NA,"1959","PRIVATE","03","Etobicoke-Lakeshore","24 BURNHAMTHORPE RD","5","42","2022-12-28","69","Evaluation needs to be conducted in 2 years","18","4","3","5","3","3","4","N/A","4","4","3","2","4","3","3","3","3","4","3","4","N/A","W0321","43.6484303117","-79.5307642021","302302.494","4834054.061"
2382886,"4155470","2017",NA,"1977","TCHC","03","Etobicoke-Lakeshore","100 CAVELL AVE","7","300","2022-12-28","86","Evaluation needs to be conducted in 3 years","19","4","5","5","4","5","5","4","4","4","N/A","4","5","5","4","4","3","5","4","3","5","W0336","43.6154876721","-79.4969959174","305026.782","4830393.808"
2382887,"4269318","2017",NA,"1958","PRIVATE","20","Scarborough Southwest","998 DANFORTH RD","3","21","2022-12-28","71","Evaluation needs to be conducted in 2 years","16","3","3","4","4","4","4","N/A","4","N/A","4","3","3","5","3","4","3","N/A","4","2","N/A","E2024","43.7352342615","-79.2476716721","325110.51","4843727.705"
2382888,"4155230","2018",NA,"1959","PRIVATE","03","Etobicoke-Lakeshore","65 CLOVERHILL RD","4","24","2022-12-28","75","Evaluation needs to be conducted in 2 years","17","4","4","5","4","3","4","N/A","4","N/A","3","3","5","5","3","4","4","3","3","3","N/A","W0329","43.6354908958","-79.4906112543","305541.855","4832616.072"
2382889,"4155278","2017",NA,"1950","PRIVATE","03","Etobicoke-Lakeshore","158 BERRY RD","4","30","2022-12-28","74","Evaluation needs to be conducted in 2 years","17","4","4","5","3","3","2","N/A","4","N/A","3","3","4","5","3","4","5","3","4","4","N/A","W0327","43.6372671432","-79.489657597","305618.818","4832813.412"
2382890,"4155490","2017",NA,"1952","PRIVATE","03","Etobicoke-Lakeshore","2559 LAKE SHORE BLVD W","4","26","2022-12-28","81","Evaluation needs to be conducted in 2 years","15","4","4","5","4","3","3","N/A","3","N/A","N/A","4","5","5","4","5","4","N/A","4","4","N/A","W0336","43.6090936183","-79.4886161506","305607.776","4829677.695"
2382891,"4155489","2017",NA,"1952","PRIVATE","03","Etobicoke-Lakeshore","2561 LAKE SHORE BLVD W","4","14","2022-12-28","81","Evaluation needs to be conducted in 2 years","14","4","4","5","4","N/A","3","N/A","4","N/A","N/A","4","5","5","4","5","3","N/A","4","3","N/A","W0336","43.6088644692","-79.4900435258","305588.026","4829658.026"
2382892,"4155485","2017",NA,"1957","PRIVATE","03","Etobicoke-Lakeshore","12 ALBERT AVE","3","12","2022-12-28","76","Evaluation needs to be conducted in 2 years","16","4","4","4","4","2","3","N/A","4","N/A","4","4","4","5","4","4","4","N/A","3","4","N/A","W0336","43.6158886447","-79.4889237637","305678.326","4830438.387"
2382893,"4156385","2017",NA,"1940","PRIVATE","20","Scarborough Southwest","1481 KINGSTON RD","3","15","2022-12-23","76","Evaluation needs to be conducted in 2 years","16","4","4","5","4","4","4","N/A","4","N/A","3","4","3","5","3","4","2","N/A","5","3","N/A","E2034","43.688423918","-79.269500963","323393.784","4838549.187"
2382894,"4154259","2017",NA,"1984","TCHC","07","Humber River-Black Creek","3101 WESTON RD","18","176","2022-12-23","61","Evaluation needs to be conducted in 1 year","20","3","3","4","1","4","2","2","4","4","2","2","4","2","4","3","4","3","4","3","3","W0733","43.733312244","-79.537225843","301785.494","4843485.091"
2382895,"4154915","2017",NA,"1961","PRIVATE","16","Don Valley East","1325 YORK MILLS RD","4","64","2022-12-23","79","Evaluation needs to be conducted in 2 years","18","4","5","5","4","3","4","4","4","3","N/A","4","5","4","3","4","4","4","3","4","N/A","N1625","43.7616285056","-79.3217659908","319135.683","4846644.525"
2382896,"4156305","2017",NA,"1952","PRIVATE","20","Scarborough Southwest","3218 ST CLAIR AVE E","3","16","2022-12-23","79","Evaluation needs to be conducted in 2 years","15","4","3","5","4","4","4","N/A","4","N/A","N/A","4","4","5","3","4","3","N/A","4","4","N/A","E2021","43.7103165144","-79.2898372595","321720.933","4840950.037"
2382897,"4155564","2017",NA,"1970","TCHC","20","Scarborough Southwest","3479 ST CLAIR AVE E","8","94","2022-12-23","78","Evaluation needs to be conducted in 2 years","19","4","4","4","3","4","4","4","4","4","3","3","4","5","4","4","4","4","4","4","N/A","E2030","43.7142950675","-79.2692166242","323381.434","4841396.427"
2382898,"4154885","2017",NA,"1964","PRIVATE","16","Don Valley East","1850 VICTORIA PARK AVE","15","240","2022-12-23","85","Evaluation needs to be conducted in 2 years","19","4","5","5","3","4","4","3","5","3","4","4","5","5","4","5","5","5","4","4","N/A","N1628","43.7409546826","-79.3112631324","319986.585","4844349.647"
2382899,"4154886","2017",NA,"1964","PRIVATE","16","Don Valley East","1840 VICTORIA PARK AVE","12","204","2022-12-23","80","Evaluation needs to be conducted in 2 years","19","4","5","5","3","4","4","4","5","3","4","4","4","5","3","4","4","4","3","4","N/A","N1628","43.7404974664","-79.3102350058","320069.513","4844299.041"
2382900,"4155562","2017",NA,"1971","TCHC","20","Scarborough Southwest","40 TEESDALE PL","24","278","2022-12-23","71","Evaluation needs to be conducted in 2 years","18","4","3","4","3","3","4","4","4","3","N/A","3","4","3","3","4","3","4","5","3","N/A","E2028","43.6972076653","-79.2864410678","321998.393","4839494.37"
2382901,"4155843","2017",NA,"1952","PRIVATE","20","Scarborough Southwest","3214 ST CLAIR AVE E","3","16","2022-12-23","91","Evaluation needs to be conducted in 3 years","15","4","4","5","5","5","4","N/A","5","N/A","N/A","4","5","5","5","4","3","N/A","5","5","N/A","E2021","43.7104704684","-79.2900582076","321703.085","4840967.096"
2382902,"4156048","2017",NA,"1960","PRIVATE","20","Scarborough Southwest","24 PELL ST","3","11","2022-12-23","87","Evaluation needs to be conducted in 3 years","15","5","2","5","4","N/A","5","N/A","5","N/A","5","3","4","5","5","4","3","N/A","5","5","N/A","E2035","43.708100911","-79.248499263","325056.883","4840728.747"
2382903,"4888795","2021",NA,"1951","PRIVATE","19","Beaches-East York","1000 O'CONNOR DR","3","12","2022-12-23","77","Evaluation needs to be conducted in 2 years","14","4","2","4","4","N/A","5","N/A","4","N/A","N/A","3","4","5","4","4","4","N/A","5","2","N/A","S1921","43.7092735859","-79.3104170385","320062.769","4840830.249"
2382904,"4154246","2017",NA,"1972","PRIVATE","07","Humber River-Black Creek","2405 FINCH AVE W","27","258","2022-12-23","75","Evaluation needs to be conducted in 2 years","19","4","4","4","2","4","3","3","4","5","N/A","3","4","5","4","4","3","4","4","3","4","W0727","43.750621289","-79.544032103","301238.257","4845408.296"
2382905,"4154251","2018",NA,"1993","SOCIAL HOUSING","07","Humber River-Black Creek","3001 FINCH AVE W","14","166","2022-12-23","80","Evaluation needs to be conducted in 2 years","19","5","4","5","4","4","4","4","4","5","N/A","3","5","3","4","3","4","4","4","3","4","W0727","43.747070571","-79.562597925","299742.782","4845014.81"
2382906,"4152679","2017",NA,"1971","PRIVATE","20","Scarborough Southwest","2225 EGLINTON AVE E","6","94","2022-12-23","91","Evaluation needs to be conducted in 3 years","18","5","4","5","5","5","3","5","5","5","N/A","4","4","5","2","5","5","5","5","5","N/A","E2023","43.729677828","-79.276229104","322811.499","4843104.772"
2382907,"4156195","2017",NA,"1967","TCHC","07","Humber River-Black Creek","415 DRIFTWOOD AVE","16","135","2022-12-23","81","Evaluation needs to be conducted in 2 years","17","4","4","5","4","4","4","N/A","3","4","N/A","4","4","5","5","3","3","4","5","4","N/A","W0725","43.7673194757","-79.5164765451","303458.049","4847261.584"
2382908,"4245705","2017",NA,"1967","PRIVATE","03","Etobicoke-Lakeshore","359 KIPLING AVE","3","12","2022-12-23","85","Evaluation needs to be conducted in 2 years","16","4","5","3","4","5","4","N/A","5","N/A","5","5","5","5","4","5","2","N/A","4","3","N/A","W0335","43.6009938518","-79.5179299016","303336.876","4828783.712"
2382909,"4155804","2017",NA,"1950","PRIVATE","20","Scarborough Southwest","1625 KINGSTON RD","3","11","2022-12-23","81","Evaluation needs to be conducted in 2 years","16","4","4","3","4","4","2","N/A","5","N/A","3","4","3","5","5","4","5","N/A","5","5","N/A","E2034","43.690864521","-79.265477585","323718.011","4838812.556"
2382910,"4152932","2017",NA,"1926","PRIVATE","04","Parkdale-High Park","5 HIGH PARK AVE","3","21","2022-12-22","73","Evaluation needs to be conducted in 2 years","14","4","3","3","3","3","3","N/A","4","N/A","N/A","3","4","5","4","4","4","N/A","4","N/A","N/A","S0428","43.6538760484","-79.4649817406","307609.129","4834659.06"
2382911,"4155751","2017",NA,"1969","PRIVATE","05","York South-Weston","1465 LAWRENCE AVE W","20","161","2022-12-22","88","Evaluation needs to be conducted in 3 years","19","5","4","5","4","4","5","N/A","4","4","3","4","5","5","5","5","4","4","5","4","5","W0529","43.7073903147","-79.4803989264","306364.173","4840603.819"
2382912,"4155287","2017",NA,"1954","PRIVATE","03","Etobicoke-Lakeshore","2 KINGS POINT DR","4","16","2022-12-22","85","Evaluation needs to be conducted in 2 years","17","4","5","5","4","3","5","N/A","5","N/A","3","4","5","5","4","4","4","5","3","4","N/A","W0327","43.639372903","-79.4944231531","305234.286","4833047.319"
2382913,"4155286","2017",NA,"1954","PRIVATE","03","Etobicoke-Lakeshore","4 KINGS POINT DR","4","16","2022-12-22","79","Evaluation needs to be conducted in 2 years","17","5","4","5","4","2","4","N/A","5","N/A","3","4","5","5","3","3","4","5","3","3","N/A","W0327","43.6395029387","-79.4940316467","305265.876","4833061.767"
2382914,"4155859","2017",NA,"1960","PRIVATE","13","Toronto Centre","433 JARVIS ST","9","144","2022-12-22","77","Evaluation needs to be conducted in 2 years","14","3","3","5","4","3","4","N/A","4","N/A","N/A","4","3","5","4","4","4","N/A","4","N/A","N/A","S1326","43.6639097135","-79.3766153717","314735.394","4835780.455"
2382915,"4155290","2017",NA,"1958","PRIVATE","03","Etobicoke-Lakeshore","33 RIVERWOOD PKWY","4","50","2022-12-22","87","Evaluation needs to be conducted in 3 years","18","5","5","5","4","4","5","N/A","5","5","3","3","5","5","4","4","5","5","3","3","N/A","W0327","43.6402119345","-79.4896809434","305616.916","4833140.562"
2382916,"4153236","2017",NA,"1967","PRIVATE","11","University-Rosedale","280 ST GEORGE ST","15","85","2022-12-22","91","Evaluation needs to be conducted in 3 years","19","4","5","5","4","4","4","5","4","4","5","4","5","5","5","4","5","5","5","4","N/A","S1127","43.673984446","-79.4033081754","312581.298","4836896.819"
2382917,"4155222","2017",NA,"1993","SOCIAL HOUSING","03","Etobicoke-Lakeshore","773 THE QUEENSWAY","3","63","2022-12-22","91","Evaluation needs to be conducted in 3 years","20","5","5","5","4","5","4","5","5","4","4","3","5","5","4","5","4","5","5","4","5","W0326","43.625636744","-79.504530803","304383.661","4831516.423"
2382918,"4226941","2017",NA,"1993","SOCIAL HOUSING","03","Etobicoke-Lakeshore","781 THE QUEENSWAY","3","66","2022-12-22","93","Evaluation needs to be conducted in 3 years","18","5","5","5","5","5","5","4","5","3","N/A","3","5","5","5","5","5","N/A","5","4","5","W0326","43.6254472366","-79.5057604061","304305.579","4831500.434"
2382919,"4155284","2018",NA,"1953","PRIVATE","03","Etobicoke-Lakeshore","8 KINGS POINT DR","5","16","2022-12-22","69","Evaluation needs to be conducted in 2 years","16","4","4","4","3","3","2","N/A","4","N/A","N/A","2","4","5","3","4","3","4","3","3","N/A","W0327","43.6396821871","-79.4933367622","305321.945","4833081.684"
2382920,"4167767","2017",NA,"1974","TCHC","05","York South-Weston","710 TRETHEWEY DR","19","165","2022-12-22","89","Evaluation needs to be conducted in 3 years","18","5","5","5","4","3","5","5","5","4","N/A","3","5","5","4","5","4","5","4","4","N/A","W0528","43.697803447","-79.499827299","304798.114","4839539.581"
2382921,"4153789","2017",NA,"1958","PRIVATE","15","Don Valley West","75 PETMAN AVE","3","26","2022-12-22","80","Evaluation needs to be conducted in 2 years","14","4","4","4","4","4","3","N/A","4","N/A","N/A","4","4","5","4","4","4","N/A","4","N/A","N/A","N1530","43.708920433","-79.384300946","314108.39","4840781.103"
2382922,"4261157",NA,NA,"1957","PRIVATE","03","Etobicoke-Lakeshore","103 SIXTEENTH ST","3","10","2022-12-22","57","Evaluation needs to be conducted in 1 year","15","3","3","3","4","2","1","N/A","5","N/A","N/A","3","3","5","2","2","4","N/A","2","1","N/A","W0335","43.6028075946","-79.5164885645","303453.266","4828985.195"
2382923,"4153590","2017",NA,"1934","PRIVATE","13","Toronto Centre","435 SHERBOURNE ST","4","48","2022-12-22","70","Evaluation needs to be conducted in 2 years","14","3","3","5","3","3","3","N/A","3","N/A","N/A","3","4","5","4","3","3","N/A","4","N/A","N/A","S1323","43.6655473564","-79.3735085585","314985.686","4835962.758"
2382924,"4153640","2017",NA,"1965","PRIVATE","14","Toronto-Danforth","1395 GERRARD ST E","3","12","2022-12-22","66","Evaluation needs to be conducted in 2 years","14","3","4","4","2","3","3","N/A","4","N/A","N/A","2","4","2","3","4","4","N/A","4","N/A","N/A","S1439","43.671588843","-79.324094142","318969.114","4836642.122"
2382925,"4155215","2017",NA,"1954","PRIVATE","03","Etobicoke-Lakeshore","100 BROWNS LINE","3","22","2022-12-22","86","Evaluation needs to be conducted in 3 years","16","4","5","5","4","4","3","N/A","5","N/A","3","4","5","5","3","5","5","N/A","4","5","N/A","W0330","43.5952200747","-79.5429727048","301314.74","4828143.037"
2382926,"4152917","2017",NA,"1935","PRIVATE","04","Parkdale-High Park","7 BRULE TER","3","13","2022-12-22","83","Evaluation needs to be conducted in 2 years","16","4","4","4","4","3","4","N/A","3","N/A","N/A","4","5","5","5","4","4","3","5","5","N/A","S0430","43.6475612545","-79.4890462091","305668.015","4833957.046"
2382927,"4154085","2017",NA,"2012","SOCIAL HOUSING","14","Toronto-Danforth","270 DONLANDS AVE","8","44","2022-12-22","84","Evaluation needs to be conducted in 2 years","18","5","4","5","4","4","4","4","4","4","4","5","4","5","4","4","4","N/A","4","N/A","4","S1422","43.6901052164","-79.3416209783","317552.137","4838695.398"
2382928,"4153514","2017",NA,"1970","PRIVATE","13","Toronto Centre","15 DUNDONALD ST","24","172","2022-12-22","72","Evaluation needs to be conducted in 2 years","17","4","4","4","2","4","4","3","4","N/A","N/A","3","2","4","3","4","4","4","4","N/A","4","S1322","43.665727503","-79.383887543","314148.344","4835982.525"
2382929,"4155258","2017",NA,"1952","PRIVATE","03","Etobicoke-Lakeshore","1 CROWN HILL PL","4","33","2022-12-22","89","Evaluation needs to be conducted in 3 years","17","5","4","5","4","4","4","N/A","4","N/A","4","5","5","5","4","5","4","5","5","4","N/A","W0327","43.6384647272","-79.4918242158","305443.979","4832946.44"
2382930,"4155263","2017",NA,"1958","PRIVATE","03","Etobicoke-Lakeshore","7 CROWN HILL PL","4","35","2022-12-22","84","Evaluation needs to be conducted in 2 years","17","3","5","5","4","3","3","N/A","5","N/A","5","4","5","5","4","4","5","4","3","4","N/A","W0327","43.6386262832","-79.4911761302","305496.279","4832964.393"
2382931,"4255506","2017",NA,"1957","PRIVATE","03","Etobicoke-Lakeshore","1 NEWHOLM RD","4","27","2022-12-22","88","Evaluation needs to be conducted in 3 years","17","4","5","5","4","4","2","N/A","5","N/A","5","5","3","5","5","5","5","5","5","3","N/A","W0329","43.63650442","-79.4877435636","305773.28","4832728.695"
2382932,"4154084","2017",NA,"1957","PRIVATE","14","Toronto-Danforth","470 MORTIMER AVE","4","42","2022-12-22","79","Evaluation needs to be conducted in 2 years","17","4","4","3","4","4","4","N/A","4","N/A","4","4","4","5","4","4","3","4","4","4","N/A","S1426","43.6897638166","-79.3320473561","318323.973","4838658.984"
2382933,"4155225","2017",NA,"1973","PRIVATE","03","Etobicoke-Lakeshore","8 LOMOND DR","24","183","2022-12-22","75","Evaluation needs to be conducted in 2 years","19","4","4","5","3","3","3","3","4","5","3","4","4","4","4","5","3","4","3","3","N/A","W0325","43.6463454422","-79.5227554263","302948.491","4833822.241"
2382934,"4155243","2017",NA,"1954","PRIVATE","03","Etobicoke-Lakeshore","12 KINSDALE BLVD","4","16","2022-12-22","95","Evaluation needs to be conducted in 3 years","17","5","5","5","5","4","5","N/A","4","N/A","5","5","5","5","5","5","3","5","5","5","N/A","W0329","43.6356967623","-79.4921362887","305418.785","4832638.931"
2382935,"4233372","2017",NA,"1975","PRIVATE","12","Toronto-St. Paul's","40 SOUDAN AVE","14","66","2022-12-22","96","Evaluation needs to be conducted in 3 years","18","5","5","5","4","5","5","5","5","5","4","4","5","5","5","5","5","N/A","5","4","N/A","S1228","43.7049414095","-79.3965572814","313121.445","4840336.79"
2382936,"4153639","2019",NA,"1915","PRIVATE","14","Toronto-Danforth","279 WOODFIELD RD","4","42","2022-12-22","74","Evaluation needs to be conducted in 2 years","13","3","4","4","3","N/A","4","N/A","5","N/A","N/A","1","4","5","3","4","4","N/A","4","N/A","N/A","S1439","43.671655465","-79.323701099","319000.793","4836649.59"
2382937,"4155993","2017",NA,"1973","PRIVATE","05","York South-Weston","2460 WESTON RD","27","214","2022-12-22","84","Evaluation needs to be conducted in 2 years","19","5","4","5","3","4","5","3","1","5","3","4","5","5","5","4","5","5","5","4","N/A","W0521","43.7078718117","-79.5341521524","302032.14","4840657.833"
2382938,"4156295","2017",NA,"1967","PRIVATE","05","York South-Weston","1765 WESTON RD","25","246","2022-12-22","66","Evaluation needs to be conducted in 2 years","19","4","3","5","2","2","3","3","4","4","3","2","4","1","4","4","3","4","5","3","N/A","W0527","43.6990639559","-79.5119719596","303819.476","4839678.778"
2382939,"4153918","2017",NA,"1918","PRIVATE","12","Toronto-St. Paul's","62 ORIOLE GDNS","3","13","2022-12-22","65","Evaluation needs to be conducted in 1 year","15","3","4","5","3","3","3","N/A","3","N/A","3","3","2","5","3","3","3","N/A","3","N/A","N/A","S1232","43.690570503","-79.400460705","312808.514","4838740.742"
2382940,"4152943","2017",NA,"1940","PRIVATE","04","Parkdale-High Park","340 HIGH PARK AVE","3","10","2022-12-21","66","Evaluation needs to be conducted in 2 years","14","3","3","3","3","2","5","N/A","2","N/A","N/A","3","2","5","3","4","4","N/A","4","N/A","N/A","S0424","43.665283034","-79.4705575166","307158.849","4835926.123"
2382941,"4152580","2017",NA,"1971","PRIVATE","20","Scarborough Southwest","27 GLEN EVEREST RD","3","11","2022-12-21","79","Evaluation needs to be conducted in 2 years","16","4","4","3","3","4","4","N/A","4","N/A","4","3","4","5","4","4","5","N/A","4","4","N/A","E2035","43.7005566696","-79.2528798583","324702.426","4839873.966"
2382942,"4155499","2017",NA,"1952","PRIVATE","03","Etobicoke-Lakeshore","2529 LAKE SHORE BLVD W","4","61","2022-12-21","78","Evaluation needs to be conducted in 2 years","17","3","4","5","4","4","3","N/A","4","N/A","3","3","5","4","3","5","4","5","3","4","N/A","W0336","43.6100510941","-79.4881859662","305737.962","4829789.871"
